ID,Section,Expertise,YearsOfExperience
78751,Arts,Cataloging,29
78755,Children,Cataloging,33
78762,Arts,Cataloging,24
78765,Science,Acquisition,10
78774,Arts,Cataloging,2
78775,History,Acquisition,35
78777,Arts,Acquisition,7
78780,Arts,Cataloging,3
78784,Arts,Acquisition,36
78785,Arts,Customer Support,24
78786,Arts,Acquisition,39
78788,Arts,Customer Support,22
78791,Arts,Cataloging,28
78793,Children,Customer Support,38
78801,History,Cataloging,29
78818,History,Acquisition,22
78826,Children,Customer Support,29
78830,Children,Acquisition,7
78831,History,Customer Support,20
78838,History,Acquisition,31
78847,Children,Customer Support,8
78848,History,Cataloging,20
78853,Arts,Customer Support,8
78857,History,Cataloging,39
78859,History,Customer Support,3
78863,Science,Customer Support,11
78867,Arts,Cataloging,1
78868,Arts,Acquisition,39
78874,Science,Acquisition,7
78878,Arts,Customer Support,37
78881,Arts,Cataloging,38
78890,Science,Acquisition,13
78894,Arts,Cataloging,27
78898,Science,Cataloging,8
78899,Arts,Customer Support,35
78905,Children,Cataloging,15
78919,Children,Customer Support,16
78921,Children,Acquisition,6
78922,Science,Customer Support,39
78924,Arts,Customer Support,26
78931,Science,Cataloging,36
78933,Children,Acquisition,38
78946,Science,Cataloging,22
78949,Arts,Customer Support,31
78952,Science,Customer Support,27
78954,Arts,Cataloging,8
78965,Arts,Acquisition,9
78974,Science,Acquisition,22
78975,History,Acquisition,5
78976,Arts,Acquisition,40
78981,Children,Customer Support,39
78984,History,Customer Support,5
78992,Arts,Customer Support,13
78993,Children,Acquisition,30
78996,Children,Cataloging,29
78997,Science,Acquisition,5
79000,Arts,Acquisition,3
79002,Science,Customer Support,3
79014,Science,Acquisition,12
79016,History,Customer Support,17
79020,Children,Customer Support,19
79028,Science,Cataloging,23
79029,Science,Customer Support,6
79036,Arts,Customer Support,37
79038,Children,Acquisition,7
79049,Children,Cataloging,20
79054,Children,Acquisition,36
79057,Children,Acquisition,12
79070,Arts,Customer Support,11
79073,Children,Customer Support,20
79075,History,Acquisition,25
79080,Science,Acquisition,28
79081,Children,Cataloging,28
79084,Children,Cataloging,29
79091,Children,Customer Support,30
79103,Arts,Customer Support,33
79111,Arts,Customer Support,36
79112,History,Cataloging,30
79120,Children,Customer Support,22
79121,Children,Customer Support,27
79125,History,Customer Support,1
79131,Science,Customer Support,36
79132,Science,Acquisition,13
79133,Children,Cataloging,17
79138,Arts,Customer Support,29
79143,Children,Acquisition,10
79146,Children,Cataloging,40
79147,Science,Customer Support,37
79152,Children,Acquisition,24
79159,Arts,Cataloging,4
79163,Arts,Customer Support,4
79164,Children,Acquisition,38
79169,History,Cataloging,5
79177,Science,Cataloging,6
79181,Arts,Cataloging,15
79182,Children,Acquisition,7
79186,History,Cataloging,28
79188,Science,Customer Support,32
79196,Children,Cataloging,15
79198,Arts,Cataloging,33
79203,Arts,Customer Support,25
79205,Science,Cataloging,34
79211,Arts,Cataloging,15
79214,Science,Acquisition,19
79216,Arts,Cataloging,15
79228,Children,Customer Support,11
79229,Arts,Cataloging,9
79230,Children,Acquisition,9
79233,Arts,Customer Support,25
79234,Science,Acquisition,29
79243,Science,Customer Support,29
79245,Children,Cataloging,7
79246,Science,Acquisition,11
79248,Arts,Cataloging,33
79249,Children,Customer Support,12
79251,History,Cataloging,31
79260,Science,Acquisition,19
79273,History,Acquisition,38
79279,Science,Cataloging,19
79280,Children,Acquisition,3
79283,Children,Customer Support,18
79297,Arts,Acquisition,18
79301,Science,Acquisition,37
79302,Science,Customer Support,26
79319,Children,Cataloging,21
79326,Science,Cataloging,38
79327,Arts,Cataloging,12
79354,Science,Cataloging,30
79370,History,Cataloging,14
79378,Children,Cataloging,20
79383,Arts,Customer Support,36
79392,History,Cataloging,19
79402,Science,Acquisition,19
79409,History,Customer Support,4
79421,Arts,Acquisition,18
79436,Children,Cataloging,14
79437,History,Acquisition,3
79444,Arts,Acquisition,20
79447,Science,Acquisition,17
79450,History,Cataloging,4
79458,History,Acquisition,27
79465,History,Customer Support,38
79478,Arts,Cataloging,8
79485,Arts,Acquisition,12
79487,History,Customer Support,33
79490,History,Acquisition,23
79492,Children,Customer Support,1
79496,Children,Acquisition,23
79498,Children,Acquisition,9
79499,Science,Acquisition,23
79502,Children,Customer Support,12
79514,Science,Customer Support,27
79517,Arts,Acquisition,28
79521,Science,Acquisition,5
79528,Arts,Customer Support,26
79533,History,Customer Support,30
79541,Children,Acquisition,11
79563,Science,Cataloging,39
79565,Science,Cataloging,37
79568,Children,Acquisition,35
79578,Children,Acquisition,37
79581,History,Acquisition,22
79591,Arts,Cataloging,31
79592,Arts,Acquisition,3
79598,Science,Customer Support,33
79601,Science,Customer Support,18
79606,History,Acquisition,7
79608,Science,Customer Support,36
79611,History,Customer Support,35
79614,History,Customer Support,20
79618,History,Customer Support,39
79636,Science,Customer Support,37
79648,Children,Cataloging,25
79651,Arts,Acquisition,19
79653,Science,Acquisition,32
79654,Children,Acquisition,3
79659,Science,Cataloging,32
79661,Arts,Customer Support,6
79664,Children,Cataloging,38
79671,Arts,Customer Support,39
79678,History,Customer Support,24
79684,Children,Customer Support,28
79685,Arts,Customer Support,35
79687,Children,Acquisition,22
79694,Arts,Acquisition,4
79696,Science,Cataloging,33
79699,Children,Cataloging,25
79700,Science,Acquisition,11
79703,History,Acquisition,10
79711,Arts,Cataloging,9
79718,Science,Acquisition,12
79724,Arts,Cataloging,24
79728,Arts,Acquisition,28
79736,Children,Customer Support,19
79745,History,Cataloging,5
79746,History,Customer Support,37
79750,History,Acquisition,25
79755,Children,Cataloging,12
79763,Children,Customer Support,31
79774,Arts,Customer Support,11
79780,Science,Acquisition,6
79783,Children,Acquisition,3
79793,Arts,Customer Support,38
79795,History,Customer Support,36
79796,Science,Cataloging,25
79797,Science,Cataloging,12
79802,Arts,Customer Support,15
79805,Science,Customer Support,23
79808,Arts,Acquisition,1
79809,Children,Customer Support,33
79817,Science,Cataloging,20
79824,Arts,Customer Support,22
79834,Arts,Cataloging,18
79836,Children,Customer Support,9
79837,History,Customer Support,36
79839,Arts,Acquisition,34
79844,Children,Cataloging,33
79853,Science,Acquisition,2
79859,Science,Acquisition,12
79861,History,Customer Support,3
79870,Science,Acquisition,3
79872,Science,Cataloging,10
79874,Children,Acquisition,29
79875,Arts,Cataloging,37
79876,Arts,Acquisition,38
79890,Children,Customer Support,21
79892,Arts,Cataloging,32
79902,Science,Customer Support,7
79907,Arts,Cataloging,16
79908,Science,Acquisition,5
79915,Arts,Acquisition,3
79919,History,Customer Support,23
79920,Science,Cataloging,36
79931,Arts,Customer Support,19
79935,Children,Cataloging,40
79936,Science,Cataloging,37
79942,History,Acquisition,1
79944,Arts,Acquisition,3
79952,Science,Acquisition,36
79953,Children,Cataloging,12
79956,Children,Customer Support,14
79959,Arts,Acquisition,34
79965,Science,Cataloging,28
79969,Children,Acquisition,26
79973,Science,Acquisition,12
79977,Children,Acquisition,19
79979,Children,Cataloging,39
79982,History,Cataloging,32
79985,Science,Cataloging,23
79986,Science,Acquisition,32
79996,Children,Acquisition,16
80000,Children,Cataloging,11
80004,Science,Acquisition,37
80017,Science,Acquisition,28
80021,Arts,Acquisition,1
80026,Arts,Customer Support,2
80028,Arts,Cataloging,39
80034,Children,Cataloging,15
80040,Science,Customer Support,20
80042,History,Acquisition,23
80044,Arts,Cataloging,23
80055,Children,Customer Support,3
80058,Science,Cataloging,26
80073,Science,Cataloging,34
80078,Arts,Acquisition,28
80082,History,Cataloging,24
80084,Children,Customer Support,23
80085,Science,Acquisition,12
80086,Children,Acquisition,13
80095,Arts,Acquisition,16
80096,Children,Customer Support,21
80097,Arts,Acquisition,36
80104,Arts,Customer Support,18
80109,History,Customer Support,21
80118,History,Customer Support,25
80126,Children,Cataloging,29
80128,History,Cataloging,24
80129,History,Cataloging,5
80131,History,Customer Support,40
80134,Children,Cataloging,17
80143,Science,Customer Support,23
80145,Arts,Customer Support,29
80146,Arts,Cataloging,1
80148,History,Cataloging,39
80150,Children,Cataloging,1
80154,Arts,Cataloging,14
80161,Children,Customer Support,29
80169,History,Acquisition,23
80173,Science,Customer Support,9
80176,Children,Cataloging,7
80182,History,Acquisition,22
80189,History,Cataloging,37
80193,Science,Cataloging,4
80195,Children,Cataloging,37
80209,Science,Customer Support,24
80210,Arts,Cataloging,4
80215,Children,Customer Support,31
80218,Science,Customer Support,39
80223,History,Cataloging,26
80229,Arts,Customer Support,6
80233,Science,Customer Support,30
80235,Science,Cataloging,32
80247,Science,Customer Support,7
80251,Children,Cataloging,12
80253,Science,Acquisition,26
80265,Arts,Cataloging,37
80268,Children,Cataloging,2
80269,History,Customer Support,12
80270,Arts,Customer Support,23
80271,Children,Acquisition,16
80280,Children,Cataloging,12
80281,History,Cataloging,35
80285,History,Cataloging,8
80286,Science,Cataloging,21
80293,Children,Customer Support,24
80301,History,Acquisition,15
80302,History,Customer Support,3
80309,Children,Cataloging,10
80318,Arts,Customer Support,24
80319,Arts,Cataloging,18
80330,Arts,Acquisition,4
80339,Arts,Cataloging,27
80341,Arts,Cataloging,37
80345,Science,Customer Support,38
80348,Arts,Customer Support,12
80354,Science,Customer Support,33
80359,Arts,Customer Support,22
80362,Science,Cataloging,32
80366,Children,Acquisition,9
80372,Children,Acquisition,6
80374,Arts,Cataloging,19
80382,Science,Cataloging,34
80393,History,Customer Support,39
80394,Arts,Customer Support,17
80396,Science,Cataloging,17
80399,History,Acquisition,36
80401,Children,Customer Support,2
80409,History,Acquisition,35
80413,History,Cataloging,34
80415,History,Acquisition,2
80416,Science,Acquisition,16
80417,Children,Cataloging,39
80418,Arts,Cataloging,3
80421,Science,Customer Support,2
80422,Arts,Cataloging,29
80433,Science,Acquisition,1
80437,Children,Customer Support,28
80438,Science,Customer Support,17
80439,Arts,Cataloging,9
80445,Children,Acquisition,31
80449,Science,Acquisition,31
80451,Children,Cataloging,34
80456,Children,Acquisition,5
80462,Children,Customer Support,24
80466,Children,Acquisition,18
80467,Children,Acquisition,8
80472,Children,Cataloging,29
80475,Arts,Cataloging,3
80485,History,Customer Support,22
80487,Children,Acquisition,3
80492,Science,Acquisition,33
80494,History,Cataloging,27
80497,Arts,Cataloging,12
80498,Arts,Acquisition,29
80501,History,Customer Support,31
80505,Arts,Acquisition,25
80509,Science,Acquisition,9
80511,Children,Customer Support,16
80513,Science,Cataloging,8
80527,History,Cataloging,22
80528,Children,Cataloging,38
80535,Arts,Cataloging,36
80536,Children,Customer Support,1
80541,History,Acquisition,11
80543,History,Acquisition,2
80544,Science,Customer Support,18
80546,Science,Acquisition,22
80550,Arts,Customer Support,16
80554,Children,Customer Support,10
80556,Arts,Customer Support,20
80559,Arts,Acquisition,14
80561,Children,Acquisition,13
80568,History,Cataloging,35
80575,Arts,Cataloging,19
80578,History,Acquisition,37
80591,Children,Acquisition,40
80609,Children,Acquisition,39
80613,Science,Customer Support,22
80620,Arts,Customer Support,29
80628,Children,Acquisition,29
80631,Science,Customer Support,9
80632,History,Cataloging,25
80651,Science,Cataloging,32
80659,Science,Acquisition,10
80662,Children,Cataloging,34
80668,Science,Customer Support,39
80670,Science,Acquisition,2
80672,Children,Cataloging,1
80677,Science,Customer Support,20
80691,History,Customer Support,14
80694,History,Acquisition,3
80697,Arts,Acquisition,16
80701,History,Acquisition,7
80713,Arts,Cataloging,20
80716,History,Customer Support,39
80722,Children,Cataloging,13
80726,Science,Acquisition,11
80738,History,Cataloging,2
80751,History,Cataloging,13
80753,Arts,Cataloging,19
80757,History,Customer Support,40
80758,Children,Cataloging,21
80760,Arts,Acquisition,11
80762,Science,Customer Support,40
80769,Arts,Acquisition,40
80772,Children,Cataloging,32
80780,History,Cataloging,39
80784,Arts,Cataloging,15
80787,Science,Cataloging,7
80790,Arts,Acquisition,16
80808,History,Cataloging,32
80814,Children,Customer Support,26
80815,History,Customer Support,6
80817,History,Cataloging,35
80818,Science,Acquisition,17
80821,History,Acquisition,18
80835,Arts,Customer Support,18
80837,History,Cataloging,21
80838,History,Acquisition,19
80840,Arts,Cataloging,19
80847,Children,Acquisition,18
80861,Children,Cataloging,8
80864,Science,Customer Support,25
80874,Arts,Customer Support,24
80884,Science,Acquisition,38
80894,Children,Acquisition,8
80900,Children,Customer Support,37
80913,Children,Cataloging,32
80916,Children,Cataloging,14
80918,Children,Customer Support,19
80929,Science,Customer Support,11
80941,Arts,Customer Support,5
80950,Science,Acquisition,15
80952,Arts,Acquisition,39
80959,Children,Acquisition,12
80961,Arts,Acquisition,11
80963,Children,Customer Support,23
80965,Children,Cataloging,23
80966,Children,Acquisition,6
80971,Arts,Acquisition,28
80975,Arts,Customer Support,36
80976,Children,Acquisition,20
80977,Arts,Customer Support,7
80983,Science,Acquisition,30
80985,Science,Cataloging,26
80988,Arts,Cataloging,40
80998,History,Cataloging,36
81005,Science,Acquisition,24
81018,Science,Cataloging,16
81019,Science,Customer Support,30
81020,History,Customer Support,25
81022,Children,Cataloging,37
81030,Children,Acquisition,30
81039,Arts,Cataloging,17
81040,Science,Customer Support,4
81045,History,Cataloging,30
81048,History,Cataloging,9
81049,Children,Cataloging,11
81068,History,Acquisition,40
81069,Children,Cataloging,9
81072,Arts,Customer Support,11
81075,Science,Customer Support,4
81076,Science,Acquisition,35
81080,History,Acquisition,2
81089,History,Acquisition,20
81099,History,Acquisition,36
81101,History,Acquisition,39
81103,Children,Customer Support,18
81109,Science,Acquisition,11
81112,History,Cataloging,26
81113,Science,Cataloging,12
81115,Children,Acquisition,14
81117,Arts,Acquisition,1
81120,Arts,Customer Support,24
81127,Children,Customer Support,7
81128,Science,Cataloging,29
81129,Science,Customer Support,9
81138,Science,Acquisition,25
81141,Science,Cataloging,34
81150,History,Customer Support,28
81151,History,Customer Support,6
81152,History,Customer Support,14
81161,History,Customer Support,38
81169,Science,Customer Support,28
81170,Arts,Acquisition,8
81177,Arts,Customer Support,7
81182,Science,Cataloging,1
81184,Arts,Customer Support,30
81186,Arts,Customer Support,5
81188,Arts,Customer Support,28
81190,History,Customer Support,15
81194,Science,Customer Support,14
81202,Science,Customer Support,7
81214,Children,Acquisition,2
81222,Arts,Customer Support,5
81224,History,Cataloging,4
81229,History,Acquisition,15
81234,Children,Acquisition,11
81235,Children,Acquisition,21
81236,History,Customer Support,14
81238,Science,Acquisition,2
81241,History,Customer Support,25
81242,Children,Acquisition,4
81245,Science,Customer Support,38
81246,History,Customer Support,30
81258,History,Acquisition,16
81262,Arts,Acquisition,25
81263,Science,Customer Support,29
81266,Science,Cataloging,4
81271,Children,Customer Support,33
81275,Arts,Acquisition,28
81277,Children,Cataloging,17
