ID,Specialisation,Certification,CreativeSkill
86843,Digital Marketing,None,Writing
86846,Digital Marketing,Google Certified,Video Production
86861,Digital Marketing,None,Video Production
86862,Content Creation,None,Graphic Design
86865,Content Creation,HubSpot Certified,Writing
86871,Public Relations,Google Certified,Graphic Design
86883,Digital Marketing,None,Graphic Design
86888,Content Creation,HubSpot Certified,Writing
86889,Public Relations,None,Graphic Design
86893,Content Creation,Google Certified,Graphic Design
86899,Digital Marketing,None,Graphic Design
86900,Public Relations,Google Certified,Video Production
86901,Digital Marketing,None,Video Production
86911,Public Relations,None,Graphic Design
86912,Public Relations,HubSpot Certified,Writing
86914,Public Relations,Google Certified,Writing
86919,Content Creation,Google Certified,Writing
86921,Content Creation,None,Writing
86922,Content Creation,None,Writing
86929,Content Creation,HubSpot Certified,Video Production
86931,Digital Marketing,Google Certified,Writing
86932,Digital Marketing,None,Writing
86957,Content Creation,HubSpot Certified,Video Production
86958,Digital Marketing,HubSpot Certified,Graphic Design
86967,Public Relations,HubSpot Certified,Graphic Design
86968,Content Creation,HubSpot Certified,Writing
86970,Content Creation,None,Writing
86975,Content Creation,HubSpot Certified,Writing
86986,Public Relations,None,Graphic Design
86987,Public Relations,Google Certified,Graphic Design
86994,Content Creation,None,Graphic Design
87012,Digital Marketing,None,Video Production
87014,Content Creation,HubSpot Certified,Graphic Design
87018,Public Relations,HubSpot Certified,Writing
87020,Digital Marketing,Google Certified,Writing
87031,Digital Marketing,None,Graphic Design
87037,Public Relations,HubSpot Certified,Video Production
87038,Content Creation,HubSpot Certified,Graphic Design
87052,Digital Marketing,HubSpot Certified,Graphic Design
87058,Public Relations,None,Video Production
87062,Content Creation,HubSpot Certified,Writing
87063,Content Creation,Google Certified,Graphic Design
87068,Digital Marketing,HubSpot Certified,Writing
87070,Content Creation,None,Video Production
87072,Content Creation,Google Certified,Writing
87074,Public Relations,Google Certified,Writing
87082,Content Creation,Google Certified,Video Production
87084,Public Relations,Google Certified,Graphic Design
87091,Content Creation,None,Graphic Design
87098,Digital Marketing,Google Certified,Video Production
87100,Content Creation,Google Certified,Writing
87101,Content Creation,None,Graphic Design
87102,Public Relations,Google Certified,Graphic Design
87105,Public Relations,None,Video Production
87117,Digital Marketing,HubSpot Certified,Graphic Design
87121,Public Relations,HubSpot Certified,Video Production
87124,Digital Marketing,Google Certified,Video Production
87127,Digital Marketing,None,Graphic Design
87128,Content Creation,HubSpot Certified,Video Production
87132,Digital Marketing,HubSpot Certified,Writing
87140,Digital Marketing,HubSpot Certified,Graphic Design
87152,Content Creation,HubSpot Certified,Graphic Design
87154,Digital Marketing,HubSpot Certified,Video Production
87156,Public Relations,Google Certified,Video Production
87158,Content Creation,HubSpot Certified,Video Production
87165,Public Relations,HubSpot Certified,Writing
87176,Content Creation,Google Certified,Video Production
87180,Public Relations,Google Certified,Writing
87181,Content Creation,Google Certified,Video Production
87184,Content Creation,Google Certified,Video Production
87185,Public Relations,HubSpot Certified,Writing
87188,Content Creation,None,Graphic Design
87191,Digital Marketing,Google Certified,Video Production
87195,Digital Marketing,Google Certified,Writing
87202,Public Relations,HubSpot Certified,Graphic Design
87212,Digital Marketing,HubSpot Certified,Graphic Design
87214,Digital Marketing,None,Graphic Design
87229,Content Creation,Google Certified,Video Production
87232,Public Relations,None,Graphic Design
87240,Digital Marketing,HubSpot Certified,Writing
87241,Content Creation,Google Certified,Graphic Design
87244,Content Creation,Google Certified,Video Production
87245,Digital Marketing,HubSpot Certified,Graphic Design
87246,Digital Marketing,Google Certified,Graphic Design
87252,Digital Marketing,HubSpot Certified,Writing
87258,Content Creation,Google Certified,Video Production
87262,Content Creation,HubSpot Certified,Video Production
87263,Content Creation,HubSpot Certified,Graphic Design
87267,Public Relations,HubSpot Certified,Graphic Design
87270,Public Relations,Google Certified,Writing
87271,Digital Marketing,None,Writing
87288,Public Relations,HubSpot Certified,Video Production
87294,Public Relations,Google Certified,Writing
87297,Content Creation,Google Certified,Video Production
87298,Content Creation,HubSpot Certified,Video Production
87303,Digital Marketing,None,Video Production
87307,Digital Marketing,Google Certified,Video Production
87308,Public Relations,Google Certified,Graphic Design
87312,Content Creation,None,Graphic Design
87314,Public Relations,HubSpot Certified,Writing
87316,Digital Marketing,Google Certified,Writing
87322,Content Creation,HubSpot Certified,Graphic Design
87323,Digital Marketing,Google Certified,Graphic Design
87334,Digital Marketing,HubSpot Certified,Writing
87342,Public Relations,HubSpot Certified,Video Production
87350,Content Creation,Google Certified,Graphic Design
87357,Digital Marketing,None,Video Production
87371,Content Creation,HubSpot Certified,Video Production
87372,Digital Marketing,Google Certified,Video Production
87373,Digital Marketing,HubSpot Certified,Writing
87380,Digital Marketing,Google Certified,Video Production
87382,Content Creation,None,Video Production
87386,Public Relations,None,Video Production
87389,Digital Marketing,Google Certified,Writing
87399,Public Relations,HubSpot Certified,Writing
87401,Content Creation,HubSpot Certified,Writing
87403,Digital Marketing,None,Writing
87404,Content Creation,HubSpot Certified,Graphic Design
87412,Public Relations,HubSpot Certified,Writing
87424,Public Relations,None,Writing
87428,Digital Marketing,HubSpot Certified,Video Production
87430,Content Creation,HubSpot Certified,Writing
87431,Public Relations,None,Graphic Design
87433,Digital Marketing,Google Certified,Writing
87435,Public Relations,None,Video Production
87440,Digital Marketing,HubSpot Certified,Graphic Design
87442,Content Creation,HubSpot Certified,Video Production
87445,Digital Marketing,None,Writing
87451,Public Relations,Google Certified,Video Production
87455,Public Relations,Google Certified,Video Production
87456,Digital Marketing,Google Certified,Graphic Design
87459,Content Creation,Google Certified,Video Production
87463,Public Relations,Google Certified,Video Production
87470,Digital Marketing,None,Graphic Design
87471,Digital Marketing,HubSpot Certified,Writing
87477,Digital Marketing,None,Writing
87478,Digital Marketing,Google Certified,Writing
87480,Public Relations,Google Certified,Video Production
87485,Digital Marketing,Google Certified,Video Production
87490,Digital Marketing,HubSpot Certified,Video Production
87499,Digital Marketing,None,Writing
87502,Public Relations,HubSpot Certified,Writing
87509,Content Creation,Google Certified,Graphic Design
87513,Digital Marketing,HubSpot Certified,Graphic Design
87516,Digital Marketing,Google Certified,Graphic Design
87524,Content Creation,Google Certified,Graphic Design
87529,Digital Marketing,None,Writing
87531,Digital Marketing,None,Graphic Design
87532,Public Relations,None,Graphic Design
87535,Content Creation,None,Video Production
87548,Digital Marketing,None,Writing
87549,Content Creation,HubSpot Certified,Graphic Design
87550,Public Relations,HubSpot Certified,Graphic Design
87551,Digital Marketing,None,Writing
87555,Public Relations,Google Certified,Writing
87559,Content Creation,HubSpot Certified,Video Production
87560,Content Creation,None,Video Production
87563,Digital Marketing,Google Certified,Graphic Design
87568,Digital Marketing,None,Video Production
87569,Content Creation,HubSpot Certified,Writing
87570,Digital Marketing,Google Certified,Graphic Design
87578,Content Creation,Google Certified,Video Production
87579,Content Creation,Google Certified,Graphic Design
87580,Digital Marketing,None,Graphic Design
87584,Content Creation,None,Video Production
87590,Public Relations,HubSpot Certified,Writing
87591,Content Creation,Google Certified,Writing
87604,Digital Marketing,None,Writing
87610,Public Relations,None,Writing
87612,Content Creation,HubSpot Certified,Writing
87615,Content Creation,HubSpot Certified,Writing
87619,Public Relations,HubSpot Certified,Writing
87621,Digital Marketing,Google Certified,Writing
87624,Digital Marketing,None,Graphic Design
87627,Digital Marketing,Google Certified,Writing
87629,Public Relations,HubSpot Certified,Graphic Design
87631,Content Creation,Google Certified,Graphic Design
87638,Public Relations,Google Certified,Graphic Design
87652,Content Creation,None,Writing
87660,Content Creation,Google Certified,Writing
87661,Public Relations,None,Graphic Design
87668,Public Relations,Google Certified,Video Production
87669,Public Relations,HubSpot Certified,Video Production
87670,Digital Marketing,Google Certified,Graphic Design
87671,Content Creation,HubSpot Certified,Video Production
87681,Digital Marketing,None,Video Production
87683,Digital Marketing,HubSpot Certified,Graphic Design
87685,Digital Marketing,None,Writing
87687,Public Relations,HubSpot Certified,Graphic Design
87690,Content Creation,HubSpot Certified,Graphic Design
87698,Content Creation,None,Graphic Design
87705,Content Creation,Google Certified,Video Production
87709,Content Creation,None,Video Production
87716,Content Creation,HubSpot Certified,Video Production
87718,Digital Marketing,None,Graphic Design
87726,Digital Marketing,Google Certified,Video Production
87728,Digital Marketing,None,Graphic Design
87729,Content Creation,HubSpot Certified,Video Production
87735,Public Relations,Google Certified,Writing
87736,Content Creation,HubSpot Certified,Graphic Design
87737,Content Creation,HubSpot Certified,Writing
87738,Digital Marketing,None,Video Production
87749,Content Creation,None,Writing
87751,Public Relations,HubSpot Certified,Video Production
87763,Digital Marketing,HubSpot Certified,Graphic Design
87772,Public Relations,None,Video Production
87776,Public Relations,Google Certified,Video Production
87784,Digital Marketing,HubSpot Certified,Graphic Design
87787,Content Creation,None,Writing
87791,Digital Marketing,Google Certified,Writing
87792,Digital Marketing,HubSpot Certified,Video Production
87802,Content Creation,HubSpot Certified,Graphic Design
87814,Public Relations,None,Graphic Design
87817,Digital Marketing,HubSpot Certified,Video Production
87848,Content Creation,HubSpot Certified,Video Production
87857,Content Creation,HubSpot Certified,Writing
87879,Content Creation,Google Certified,Video Production
87880,Content Creation,None,Video Production
87881,Content Creation,Google Certified,Writing
87886,Content Creation,None,Graphic Design
87887,Digital Marketing,Google Certified,Graphic Design
